componente,anoPlanilha,habilidade,descricao,ondas,agrupamento,moduloOndas,aulaOndas,paginaCaderno,aulaPF,sugestoes,complementar
Princípios para uma vida saudável,1º,EF01CI03,"Discutir as razões pelas quais os hábitos de higiene do corpo (tomar banho, lavar as mãos antes de comer ou após usar o banheiro, escovar os dentes, limpar os olhos, o nariz e as orelhas etc.) e a prática de atividades físicas são necessários para a manutenção da saúde individual e coletiva, reconhecendo e respeitando os hábitos culturais das comunidades e as condições sócias de cada indivíduo.",2.0,1º e 2º,Temática 2,Aula 01,13 e 14,VID_Unidade_04: Os cuidados com a natureza,"Observar juntamente com os alunos, os arredores da escola e analisar quais espaços naturais merecem uma maior atenção. Por exemplo: se na sua escola existe horta, como ela está sendo cuidada? Possui alguma árvore? Como ela é vista e cuidada? Após essa análise, construir um cartaz com atitudes que contribuam para o cuidado do nosso meio ambiente.","História: O mundinho
Autor (a): Ingrid Bellinghausen"
Língua Portuguesa,1º,EF15LP13,"Identificar finalidades da interação oral em diferentes contextos comunicativos (solicitar informações, apresentar opiniões, informar, relatar experiências etc.).",2.0,1º e 2º,Temática 2,Aula 02,15 e 16,LP_Unidade_12: Inho/ão/s/z/ e Contos,"Inserir numa “caixa mágica”, algumas palavras e pedir que os estudantes informem qual o aumentativo e diminutivo. Após essa etapa, realizar um ditado de palavras e solicitar que os estudantes identifiquem se a palavra será escrita com s ou z.","História: O reizinho mandão
Autor (a): Ruth Rocha"
Ciências,1º,EF02GE04,"Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.",2.0,1º e 2º,Temática 2,Aula 03,17 e 18,CIE_Unidade_07: Paisagens Naturais e Culturais,"Solicitar dos estudantes que eles analisem os entornos da escola e da sua casa. A partir deste olhar, destacar e desenhar se há mais elementos naturais ou culturais.","História: O livro que não tinha fim
Autor (a): Sandra Aymone"
Ciências,1º,EF02GE04,"Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.",2.0,1º e 2º,Temática 2,Aula 04,19 e 20,CIE_Unidade_07: Paisagens Naturais e Culturais,"Solicitar dos estudantes que eles analisem os entornos da escola e da sua casa. A partir deste olhar, destacar e desenhar se há mais elementos naturais ou culturais.","História: Os nossos amigos animais
Autor (a): Marisa da Rosa, Miguel Ribeiro"
Matemática,1º,EF02GE04,"Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.",2.0,1º e 2º,Temática 2,Aula 05,21 e 22,MAT_Unidade_02: Contar e Calcular,"Utilizar as perguntas: qual a sua idade? Quantas pessoas moram com você? Qual o número do seu sapato? Quantos estudantes possuem a sua turma? A partir dessas e outras perguntas, levar os discentes a pensar sobre como os números fazem parte do nosso dia a dia.","História: Os dez amigos
Autor (a): Ziraldo"
Língua Portuguesa,1º,EF01LP08,"Relacionar elementos sonoros (sílabas, fonemas, partes de palavras) com sua representação escrita.",2.0,1º e 2º,Temática 3,Aula 01,23 e 24,LP_Unidade_02: Troca Letra e Fábulas,"Realizar um ditado de “palavras estouradas”. Inserir palavras dentro de bexigas, colá-las no quadro ou na sala e pedir que cada estudante escolha uma e estoure. Ao final, pedir que ele leia a palavra que está dentro e identifique as vogais.","História: Histórias das vogais
Autor (a): Rosimeire Souza Pereira"
Língua Portuguesa,1º,EF01LP07,Identificar fonemas e sua representação por letras.,2.0,1º e 2º,Temática 3,Aula 02,25 e 26,LP_Unidade_14: M/N/J/G e Relato,"Realizar um ditado de “palavras estouradas’. Inserir palavras dentro de bexigas, colá-las no quadro ou na sala e pedir que cada estudante escolha uma e estoure. Ao final, pedir que ele leia a palavra que está dentro e identifique as consoantes e também observe os sons dessas palavras.","História: A magia do alfabeto
Autor (a): Desconhecido"
Matemática,1º,EF01MA01,"Utilizar números naturais como indicador de quantidade ou de ordem em diferentes situações cotidianas e reconhecer situações em que os números não indicam contagem nem ordem, mas sim código de identificação.",2.0,1º e 2º,Temática 3,Aula 03,27 e 28,MAT_Unidade_03: Adições que resultam 10,"Dividir a turma em 2 grupos e montar um local em que exista o ponto de chegada e de partida. O professor ou professora falará um cálculo que somado é igual a 10. Exemplo: perguntar quanto é 6 + 4, as crianças correm e no ponto de chegada, ganha quem responder o cálculo primeiro e de forma correta. Quem acertar, marca ponto para a equipe.","História: Os pingos e os amigos
Autor (a): Mary França e Eliardo França"
Maneiras de pensar e agir,1º,EF01CI04,"Comparar características físicas entre os colegas, reconhecendo a diversidade e a importância da valorização, do acolhimento e do respeito às diferenças.",2.0,1º e 2º,Temática 3,Aula 04,29 e 30,MP_Unidade_01: Eu e eu mesmo no grupo,"Organizar a turma em roda e convidar cada estudante para falar um pouco sobre si mesmo. Citar suas características físicas e o que mais gosta de fazer, com o propósito que ele reflita sobre si e ouça os seus colegas.","História: Eu sou assim e vou te mostrar
Autor (a): Heinz Janisch"
Ciências,1º,EF01CI04,"Comparar características físicas entre os colegas, reconhecendo a diversidade e a importância da valorização, do acolhimento e do respeito às diferenças.",2.0,1º e 2º,Temática 3,Aula 05,31 e 32,CIE_Unidade_01: O corpo humano,"Organizar a turma em roda e convidar cada estudante para falar um pouco sobre si mesmo. Citar suas características físicas e o que mais gosta de fazer, com o propósito que ele reflita sobre si e ouça os seus colegas.","História: Sinto o que sinto com o cinco sentidos
Autor (a): Ellen Pestili"
Matemática,1º,EF01MA01,"Utilizar números naturais como indicador de quantidade ou de ordem em diferentes situações cotidianas e reconhecer situações em que os números não indicam contagem nem ordem, mas sim código de identificação.",2.0,1º e 2º,Temática 4,Aula 01,33 e 34,"MAT_Unidade_04: Medir, Ordenar e Operar","Brincadeira chute ao gol. Cada estudante receberá um número, que pode ser destacado numa folha e colada em sua farda. Em seguida, o educador ou educadora dará a autorização para o chute através de perguntas como: “agora é o número que vem antes do 8”, “o próximo a chutar a bola é o número que vem depois do 10”.","História: A fila dos números
Autor (a): Ana Caroline"
Língua Portuguesa,1º,EF01LP08,"Relacionar elementos sonoros (sílabas, fonemas, partes de palavras) com sua representação escrita.",2.0,1º e 2º,Temática 4,Aula 02,35 e 36,LP_Unidade_04: Onomatopeias e Poemas,"Escolher um poema, dividi-lo em estrofes e entregar a pequenos grupos, que farão a leitura de toda estrofe ou de algumas palavras, chamando atenção para a rima e sons. Ao final, algumas dessas palavras podem ser selecionadas para que os estudantes realizem a separação silábica.","História: Dona Letra do alfabeto e Silva
Autor (a): Rita de Cássia Guimarães Heinzen"
Cidadania e Convivência em Paz,1º,EF01GE04,"Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.)",2.0,1º e 2º,Temática 4,Aula 03,37 e 38,CIC_Unidade_01: Cidadania e convivência na escola,"Dividir a turma em pequenos grupos, para que estes construam regras sobre o que é importante para que o trabalho em grupo aconteça de maneira efetiva.","História: Desculpe-me
Autor (a): Roberto Castro"
Maneiras de pensar e agir,1º,EF01GE04,"Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.)",2.0,1º e 2º,Temática 4,Aula 04,39 e 40 ,MP_Unidade_04: Trabalho colaborativo,"Dividir a turma em pequenos grupos, para que estes construam regras sobre o que é importante para uma boa convivência na escola e coloquem esses lembretes em espaços da escola.","História: O livro dos sentimentos
Autor(a): Todd Parr"
Ciências,1º,EF02CI04,"Descrever características de plantas e animais (tamanho, forma, cor, fase da vida, local onde se desenvolvem etc.) que fazem parte de seu cotidiano e relacioná-las ao ambiente em que eles vivem. outros agrupamentos, priorizando o uso de material concreto para contagem, parlendas, poemas, brincadeiras",2.0,1º e 2º,Temática 4,Aula 05,41 e 42,CIE_Unidade_04: Estudos dos Animais,"Organizar a turma em roda de conversa e questionar aos estudantes se eles possuem animais em casa, como eles cuidam, o que eles pensam sobre o assunto.","História: O diário de uma minhoca
Autor (a): Cristiane Neri"
Ciências,1º,EF01CI05,"Identificar e nomear diferentes escalas de tempo: os períodos diários (manhã, tarde, noite) e a sucessão de dias, semanas, meses e anos.",2.0,1º e 2º,Temática 5,Aula 01,43 e 44,CIE_Unidade_16: Localização Temporal e Espacial,"Montar com a turma um calendário com o mês referente, dando destaque aos dias, semanas e as datas comemorativas daquele mês. Se existir algum aniversariante do mês, informar no calendário montado.","História: Poesia na Varanda
Autor (a): Sônia Junqueira"
Matemática,1º,EF01MA12,"Descrever a localização de pessoas e de objetos no espaço segundo um dado ponto de referência, compreendendo que, para a utilização de termos que se referem à posição, como direita, esquerda, em cima, em baixo, é necessário explicitar-se o referencial.",2.0,1º e 2º,Temática 5,Aula 02,45 e 46,"MAT_Unidade_04: Medir, ordenar e operar","Montar fichas com numeração de 1 à 30 e distribuir no chão da sala. Convidar a turma em roda e mediar a execução, para que os estudantes organizem as fichas em ordem crescente ou decrescente.","História: Cadê o maior e o menor?
Autor (a): Fiona Watt, Edições Usborne"
Língua Portuguesa,1º,EF15LP13,"Identificar finalidades da interação oral em diferentes contextos comunicativos (solicitar informações, apresentar opiniões, informar, relatar experiências etc.).",2.0,1º e 2º,Temática 5,Aula 03,47 e 48,LP_Unidade_05: Sentimentos e Emoções,"Convidar os estudantes para sentarem em roda e pedir que os mesmos falem uma situação que os deixam tristes e uma que os deixam felizes. Ao final, pedir que os mesmos desenhem as situações citadas, identificando as emoções faladas.","História: Os três chapeuzinho vermelho
Autor (a): Jonas Ribeiro."
Língua Portuguesa,1º,EF15LP04,Identificar o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.,2.0,1º e 2º,Temática 5,Aula 04,49 e 50,LP_Unidade_06: Desafios e histórias,"Distribuir imagens da Amazônia, de capitais do Brasil ou demais cidades e pedir aos estudantes que identifiquem uma característica para as imagens recebidas. Ao final, compartilhar com a turma.","História: O rato do campo e o rato da cidade
Autor (a): Silvia Moral "" adaptada"""
Maneiras de pensar e agir,1º,EF02HI01,Reconhecer espaços de sociabilidade e identificar os motivos que aproximam e separam as pessoas em diferentes grupos sociais ou de parentesco e exercitar o respeito às diferenças.,2.0,1º e 2º,Temática 5,Aula 05,51 e 52,"MP_Unidade_02: Reconhecimento das emoções, empatia e respeito","Convidar pessoas da comunidade que sejam envolvidas e conhecidas, que possam compartilhar suas experiências de vida e participação no meio social e que possam levar informações acerca da cultura local para os estudantes, para que estes valorizem e reconheçam a importância e diversidade cultural que os rodeia.","História: Ninguém é Igual a Ninguém
Autor (a): Regina Otero e Regina Rennó"
Ciências,1º,EF02CI01,"Identificar de que materiais (metais, madeira, vidro etc.) são feitos os objetos que fazem parte da vida cotidiana, como esses objetos são utilizados e com quais materiais eram produzidos no passado.",2.0,1º e 2º,Temática 6,Aula 01,54 e 55,CIE_Unidade_10: Os materiais,"Organizar a turma em quatro grupos e distribuir 4 caixas. Convidar os estudantes para que na sala ou em alguns espaços da escola, eles coloquem materiais referentes à identificação da sua caixa: madeira, papel, metal ou plástico, chamando atenção para as diferenças.","História: Planeta Terra: Nossa Casa
Autor (a): Leonardo Mendes Cardoso"
Língua Portuguesa,1º,EF15LP01,"Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.",2.0,1º e 2º,Temática 6,Aula 02,56 e 57,LP_Unidade_15: Relato de Passeios,"Organizar a turma em roda de conversa e perguntar aos estudantes quais são suas brincadeiras preferidas. Eleger uma delas e na aula seguinte levar em forma de texto as regras desta. Ler para turma, chamando atenção para cada comando existente. Ao final, realizar a brincadeira escolhida com a classe.","História: A mentira tem perna curta
Autor (a): Rosy Gadda Conti"
Matemática,1º,EF01MA14,"Identificar e nomear figuras planas (círculo, quadrado, retângulo e triângulo) em desenhos apresentados em diferentes disposições ou em contornos de faces de sólidos geométricos.",2.0,1º e 2º,Temática 6,Aula 03,58 e 59,MAT_Unidade_11: Noções geométricas: figuras planas,"Propor para a turma o seguinte desafio: identificar e listar, a partir dos objetos e formas da sala de aula, as figuras geométricas presentes. Ex: retângulo, o quadro da sala.","História: O tempo de Nino
Autor (a): Karine Portela"
Matemática,1º,EF02MA19,Medir a duração de um intervalo de tempo por meio de relógio digital e registrar o horário do início e do fim do intervalo.,2.0,1º e 2º,Temática 6,Aula 04,60 e 61,MAT_Unidade_13: Que horas são?,"Construir com os estudantes pequenos relógios. Materiais necessários: pratinhos de papelão, canetinhas coloridas e pedaços de cordão para representar os ponteiros.","História: O menino e o tempo
Autor (a): Fabiana Guimarães"
Tecnologia,1º,EF02GE03,"Comparar diferentes meios de transporte e de comunicação, indicando o seu papel na conexão entre lugares, e discutir os riscos para a vida e para o meio ambiente e os cuidados em seu uso.",2.0,1º e 2º,Temática 6,Aula 05,62 e 63,TEC_Unidade_03: A comunicação através do tempo,"Com o projetor da maleta do Aula Digital, mostrar aos estudantes os principais meios de comunicação e como eles têm evoluído até os dias de hoje.","História: O menino e o tempo
Autor (a): Fabiana Guimarães"
